Name	Code	Family	Area
Ndemli	ndem1249	Atlantic-Congo	Africa
Ndogo	ndog1248	Atlantic-Congo	Africa
Ndonga	ndon1254	Atlantic-Congo	Africa
Ndra'ngith	ndra1239	Pama-Nyungan	Australia
Ndut	ndut1239	Atlantic-Congo	Africa
Ndzwani Comorian	ndzw1235	Atlantic-Congo	Africa
Nepali	nepa1254	Indo-European	Eurasia
Nepali Kurux	nepa1253	Dravidian	Eurasia
Nez Perce	nezp1238	Sahaptian	North America
Ngaanyatjarra	ngaa1240	Pama-Nyungan	Australia
Ngad'a	ngad1261	Austronesian	Papunesia
Ngadjunmaya	ngad1258	Pama-Nyungan	Australia
Ngalakgan	ngal1293	Gunwinyguan	Australia
Ngaliwurru	ngal1294	Mirndi	Australia
Ngalkbun	ngal1292	Gunwinyguan	Australia
Ngambay	ngam1268	Central Sudanic	Africa
Ngamini	ngam1284	Pama-Nyungan	
Nganasan	ngan1291	Uralic	Eurasia
Ngandi	ngan1295	Gunwinyguan	Australia
Ngandyera	ngan1300	Atlantic-Congo	Africa
Ngangam	ngan1299	Atlantic-Congo	Africa
Nganyaywana	ngan1296	Pama-Nyungan	Australia
Ngardi	ngar1288	Pama-Nyungan	Australia
Ngarigu	ngar1297	Pama-Nyungan	Australia
Ngarinman	ngar1235	Pama-Nyungan	Australia
Ngarinyin	ngar1284	Worrorran	Australia
Ngarla	ngar1296	Pama-Nyungan	Australia
Ngarla on the Ashburton river south of the Hamersley range	ngar1286	Bookkeeping	Australia
Ngarluma	ngar1287	Pama-Nyungan	Australia
Ngarnka	ngar1283	Mirndi	Australia
Ngas	ngas1240	Afro-Asiatic	Africa
Ngasa	ngas1238	Nilotic	Africa
Ngawun	ngaw1240	Pama-Nyungan	Australia
Ngazidja Comorian	ngaz1238	Atlantic-Congo	Africa
Ngbaka Minagende	ngba1285	Atlantic-Congo	Africa
Ngemba	ngem1255	Atlantic-Congo	Africa
Ngiemboon	ngie1241	Atlantic-Congo	Africa
Ngindadj	ngin1247	Pama-Nyungan	
Ngiti	ngit1239	Central Sudanic	Africa
Ngiyambaa	wang1291	Pama-Nyungan	Australia
Ngizim	ngiz1242	Afro-Asiatic	Africa
Ngkoth	ngko1236	Pama-Nyungan	Australia
Ngomba	ngom1272	Atlantic-Congo	Africa
Ngombale	ngom1271	Atlantic-Congo	Africa
Ngoshie	ngos1238	Atlantic-Congo	Africa
Ngumbarl	ngum1253	Nyulnyulan	Australia
Ngwe	ngwe1238	Atlantic-Congo	Africa
Nhanda	nhan1238	Pama-Nyungan	Australia
Nhengatu	nhen1239	Tupian	South America
Nhirrpi	nhir1234	Pama-Nyungan	Australia
Nhuwala	nhuw1239	Pama-Nyungan	Australia
Nias	nias1242	Austronesian	Papunesia
Niellim	niel1243	Atlantic-Congo	Africa
Nigerian Pidgin	nige1257	Indo-European	Africa
Nimanbur	nima1245	Nyulnyulan	Australia
Nimboran	nucl1633	Nimboranic	Papunesia
Ninam	nina1238	Yanomamic	South America
Ningil	ning1273	Nuclear Torricelli	Papunesia
Nisga'a	nisg1240	Tsimshian	North America
Nivaclé	niva1238	Matacoan	South America
Nivkh	gily1242	isolate	Eurasia
Nizaa	suga1248	Atlantic-Congo	Africa
Njebi	njeb1242	Atlantic-Congo	Africa
Njyem	njye1238	Atlantic-Congo	Africa
Nkonya	nkon1248	Atlantic-Congo	Africa
Nobiin	nobi1240	Nubian	Africa
Nomaande	noma1260	Atlantic-Congo	Africa
Nomatsiguenga	noma1263	Arawakan	South America
Nonuya	nonu1241	Huitotoan	South America
Noone	noon1243	Atlantic-Congo	Africa
North Alaskan Inupiatun	nort2943	Eskimo-Aleut	North America
North Azerbaijani	nort2697	Turkic	Eurasia
North Bolivian Quechua	nort2976	Quechuan	South America
North-Central Ju	kung1261	Kxa	Africa
Northeastern Dinka	nort2815	Nilotic	Africa
Northeastern Thai	nort2741	Tai-Kadai	Eurasia
Northeast Maidu	nort2952	Maiduan	North America
Northern Altai	nort2686	Turkic	Eurasia
Northern Bobo Madaré	nort2819	Mande	Africa
Northern Conchucos Ancash Quechua	nort2979	Quechuan	South America
Northern Dagara	nort2780	Atlantic-Congo	Africa
Northern Dong	nort2735	Tai-Kadai	Eurasia
Northern Emberá	nort2972	Chocoan	South America
Northern Frisian	nort2626	Indo-European	Eurasia
Northern Grebo	nort2810	Atlantic-Congo	Africa
Northern Gumuz	gumu1244	Gumuz	Africa
Northern Gyalrong	jiar1240	Sino-Tibetan	Eurasia
Northern Haida	nort2938	Haida	North America
Northern Khmer	nort2684	Austroasiatic	Eurasia
Northern Kissi	nort2765	Atlantic-Congo	Africa
Northern Kurdish	nort2641	Indo-European	Eurasia
Northern Lushootseed	lush1252	Salishan	North America
Northern Mansi	mans1258	Uralic	Eurasia
Northern Ngbandi	nort2774	Atlantic-Congo	Africa
Northern Nuni	nort2784	Atlantic-Congo	Africa
Northern Paiute	nort2954	Uto-Aztecan	North America
Northern Pame	nort2984	Otomanguean	North America
Northern Pashto	nort2646	Indo-European	Eurasia
Northern Pomo	nort2966	Pomoan	North America
Northern Puebla Nahuatl	nort2957	Uto-Aztecan	North America
Northern Qiang	nort2722	Sino-Tibetan	Eurasia
Northern Thai	nort2740	Tai-Kadai	Eurasia
Northern Tosk Albanian	tosk1239	Indo-European	Eurasia
Northern Toussian	nort2787	Atlantic-Congo	Africa
Northern Uzbek	nort2690	Turkic	Eurasia
Northern Yukaghir	nort2745	Yukaghir	Eurasia
North Giziga	nort3047	Afro-Asiatic	Africa
North Junín Quechua	nort2980	Quechuan	South America
North Marquesan	nort2845	Austronesian	Papunesia
North Moluccan Malay	nort2828	Austronesian	Papunesia
North Saami	nort2671	Uralic	Eurasia
Northwestern Kolami	nort2699	Dravidian	Eurasia
Northwestern Pakhto	nort2647	Indo-European	Eurasia
Northwest Gbaya	nort2775	Atlantic-Congo	Africa
Norwegian	norw1258	Indo-European	Eurasia
Norwegian Bokmål	norw1259	Indo-European	Eurasia
Ntcham	ntch1242	Atlantic-Congo	Africa
Ntomba	ntom1248	Atlantic-Congo	Africa
Nubi	nubi1253	Afro-Asiatic	Africa
Nuclear Tamang	nucl1729	Sino-Tibetan	
Nuer	nuer1246	Nilotic	Africa
Nugunu (Australia)	nugu1241	Pama-Nyungan	Australia
Nugunu (Cameroon)	nugu1242	Atlantic-Congo	Africa
Nukak Makú	nuka1242	Kakua-Nukak	South America
Nukuini	nuku1263	Pano-Tacanan	South America
Nungali	nung1291	Mirndi	Australia
Nung (Viet Nam)	nung1283	Tai-Kadai	Eurasia
Nupe-Nupe-Tako	nupe1254	Atlantic-Congo	Africa
Nuu-chah-nulth	nuuc1236	Wakashan	North America
Nyabwa	nyab1255	Atlantic-Congo	Africa
Nyahkur	nyah1250	Austroasiatic	Eurasia
Nyam	nyam1285	Afro-Asiatic	Africa
Nyamal	nyam1271	Pama-Nyungan	Australia
Nyambo	nyam1277	Atlantic-Congo	Africa
Nyamwezi	nyam1276	Atlantic-Congo	Africa
Nyang'i	nyan1313	Kuliak	Africa
Nyangumarta	nyan1301	Pama-Nyungan	Australia
Nyankole	nyan1307	Atlantic-Congo	Africa
Nyaw	nyaw1245	Tai-Kadai	Eurasia
Nyawaygi	nyaw1247	Pama-Nyungan	Australia
Nyeu	nyeu1238	Austroasiatic	Eurasia
Nyigina	nyig1240	Nyulnyulan	Australia
Nyishi-Hill Miri	nyis1236	Sino-Tibetan	Eurasia
Nyiyaparli	nija1241	Pama-Nyungan	Australia
Nyole	nyol1238	Atlantic-Congo	Africa
Nyong	nyon1241	Atlantic-Congo	Africa
Nyulnyul	nyul1247	Nyulnyulan	Australia
Nyunga	nyun1247	Pama-Nyungan	Australia
Nzima	nzim1238	Atlantic-Congo	Africa
Obolo	obol1243	Atlantic-Congo	Africa
Ocaina	ocai1244	Huitotoan	South America
Occitan	occi1239	Indo-European	Eurasia
Odia	oriy1255	Indo-European	Eurasia
Ofayé	ofay1240	Nuclear-Macro-Je	South America
Ogbia	ogbi1239	Atlantic-Congo	Africa
Oirad-Kalmyk	kalm1243	Mongolic	Eurasia
Oko	okoo1245	Atlantic-Congo	Africa
Oku	okuu1243	Atlantic-Congo	Africa
Olu'bo	olub1238	Central Sudanic	Africa
Oluta Popoluca	olut1240	Mixe-Zoque	North America
Omagua	omag1248	Tupian	South America
Oneida	onei1249	Iroquoian	North America
Önge	onge1236	Jarawa-Onge	Eurasia
Orma	orma1241	Afro-Asiatic	Africa
Ormuri	ormu1247	Indo-European	Eurasia
Orokaiva	orok1269	Nuclear Trans New Guinea	Papunesia
Oroko	orok1266	Atlantic-Congo	Africa
Oro Win	orow1243	Chapacuran	South America
Ossetian	osse1243	Indo-European	Eurasia
Otoro	otor1240	Heibanic	Africa
Otuho	otuh1238	Nilotic	Africa
Oykangand	oyka1239	Pama-Nyungan	Australia
Paakantyi	darl1243	Pama-Nyungan	Australia
Pacahuara	paca1246	Pano-Tacanan	South America
Pacoh	paco1243	Austroasiatic	Eurasia
Páez	paez1247	isolate	South America
Pagibete	pagi1243	Atlantic-Congo	Africa
Pai Tavytera	pait1247	Tupian	South America
Paite Chin	pait1244	Sino-Tibetan	Eurasia
Paiwan	paiw1248	Austronesian	Papunesia
Pakanha	paka1251	Pama-Nyungan	Australia
Palauan	pala1344	Austronesian	Papunesia
Palikúr	pali1279	Arawakan	South America
Pallanganmiddang	pall1243	Pama-Nyungan	Australia
Palor	palo1243	Atlantic-Congo	Africa
Pampanga	pamp1243	Austronesian	Papunesia
Pan	kofy1242	Afro-Asiatic	Africa
Pana	pana1294	Atlantic-Congo	Africa
Panamint	pana1305	Uto-Aztecan	North America
Panará	pana1307	Nuclear-Macro-Je	South America
Panare	enap1235	Cariban	South America
Pangasinan	pang1290	Austronesian	Papunesia
Pangwa	pang1287	Atlantic-Congo	Africa
Pangwa Naga	tase1235	Sino-Tibetan	Eurasia
Panoan Katukína	pano1254	Pano-Tacanan	South America
Panobo	pano1255	Pano-Tacanan	South America
Panytyima	pany1241	Pama-Nyungan	Australia
Pa'o Karen	paok1235	Sino-Tibetan	Eurasia
Papantla Totonac	papa1238	Totonacan	North America
Pará Arára	para1310	Cariban	South America
Pará Gavião	para1315	Nuclear-Macro-Je	South America
Paraguayan Guaraní	para1311	Tupian	South America
Parakanã	para1312	Tupian	South America
Paraujano	para1316	Arawakan	South America
Parecís	pare1272	Arawakan	South America
Parkwa	park1239	Afro-Asiatic	Africa
Patep	pate1247	Austronesian	Papunesia
Pattani	patt1248	Sino-Tibetan	Eurasia
Paumari	paum1247	Arawan	South America
Pech	pech1241	Chibchan	North America
Pemon	pemo1248	Cariban	South America
Pémono	pemo1245	Cariban	South America
Pengo	peng1244	Dravidian	Eurasia
Pero	pero1241	Afro-Asiatic	Africa
Petats	peta1245	Austronesian	Papunesia
Peve	peve1243	Afro-Asiatic	Africa
Phalura	phal1254	Indo-European	Eurasia
Phu Thai	phut1244	Tai-Kadai	Eurasia
Piapoco	piap1246	Arawakan	South America
Piaroa	piar1243	Jodi-Saliban	South America
Pichi	fern1234	Indo-European	Africa
Pichis Ashéninka	pich1237	Arawakan	South America
Pilagá	pila1245	Guaicuruan	South America
Pinjarup	pinj1244	Pama-Nyungan	Australia
Pintupi-Luritja	pint1250	Pama-Nyungan	Australia
Pinyin	piny1238	Atlantic-Congo	Africa
Pirahã	pira1253	isolate	South America
Pirlatapa	pirl1238	Pama-Nyungan	Australia
Pirriya	pirr1240	Pama-Nyungan	Australia
Pisamira	pisa1245	Tucanoan	South America
Pite Saami	pite1240	Uralic	Eurasia
Pitjantjatjara	pitj1243	Pama-Nyungan	Australia
Pitta Pitta	pitt1247	Pama-Nyungan	Australia
Plateau Malagasy	plat1254	Austronesian	Africa
Plautdietsch	plau1238	Indo-European	North America
Pnar	pnar1238	Austroasiatic	Eurasia
Pohnpeian	pohn1238	Austronesian	Papunesia
Pökoot	poko1263	Nilotic	Africa
Polish	poli1260	Indo-European	Eurasia
Popti'	popt1235	Mayan	North America
Portuguese	port1283	Indo-European	Eurasia
Pottangi Ollar Gadaba	pott1240	Dravidian	Eurasia
Poyanáwa	poya1241	Pano-Tacanan	South America
Prai	phai1238	Austroasiatic	Eurasia
Principense	prin1242	Indo-European	Africa
Puditara	pudi1238	Pama-Nyungan	Australia
Puelche	puel1244	isolate	South America
Puinave	puin1248	isolate	South America
Pulaar	pula1263	Atlantic-Congo	Africa
Pular	pula1262	Atlantic-Congo	Africa
Pumé	pume1238	isolate	South America
Punthamara	punt1240	Pama-Nyungan	Australia
Purepecha	pure1242	Tarascan	North America
Puri	puri1262	Puri-Coroado	South America
Purik-Sham-Nubra	puri1258	Sino-Tibetan	Eurasia
Puxi	puxi1242	Sino-Tibetan	Eurasia
Pwo Northern Karen	pwon1235	Sino-Tibetan	Eurasia
Qaqet	qaqe1238	Baining	Papunesia
Qawasqar	qawa1238	Kawesqar	South America
Qimant	qima1242	Afro-Asiatic	Africa
Quechan	quec1382	Cochimi-Yuman	North America
Quileute	quil1240	Chimakuan	North America
Quiotepec Chinantec	quio1240	Otomanguean	North America
Rajbanshi	rajb1243	Indo-European	Eurasia
Rama	rama1270	Chibchan	North America
Ravula	ravu1237	Dravidian	Eurasia
Rawang	rawa1265	Sino-Tibetan	Eurasia
Reel	reel1238	Nilotic	Africa
Rembarrnga	remb1249	Gunwinyguan	Australia
Rendille	rend1243	Afro-Asiatic	Africa
Resígaro	resi1247	Arawakan	South America
Réunion Creole French	reun1238	Indo-European	Africa
Reyesano	reye1240	Pano-Tacanan	South America
Rikbaktsa	rikb1245	Nuclear-Macro-Je	South America
Rimanggudhinma	mbar1253	Pama-Nyungan	Australia
Rio Grande Tewa	tewa1260	Kiowa-Tanoan	North America
Ritarungo	rita1239	Pama-Nyungan	Australia
Romanian	roma1327	Indo-European	Eurasia
Romansh	roma1326	Indo-European	Eurasia
Ronga	rong1268	Atlantic-Congo	Africa
Rotokas	roto1249	North Bougainville	Papunesia
Rukai	ruka1240	Austronesian	Papunesia
Rundi	rund1242	Atlantic-Congo	Africa
Russia Buriat	russ1264	Mongolic	Eurasia
Russian	russ1263	Indo-European	Eurasia
Rusyn	rusy1239	Indo-European	Eurasia
Rutul	rutu1240	Nakh-Daghestanian	Eurasia
Saamia	saam1283	Atlantic-Congo	Africa
Saanich	saan1246	Salishan	North America
Sa'ban	saba1265	Austronesian	Papunesia
Sabanê	saba1268	Nambiquaran	South America
Sabaot	saba1262	Nilotic	Africa
Saek	saek1240	Tai-Kadai	Eurasia
Sakha	yaku1245	Turkic	Eurasia
Salar	sala1264	Turkic	Eurasia
Salasaca Highland Quichua	sala1272	Quechuan	South America
Sáliba	sali1298	Jodi-Saliban	South America
Samba Leko	samb1305	Atlantic-Congo	Africa
Samo	samo1303	East Strickland	Papunesia
Samre or Siem Reap	samr1245	Bookkeeping	Eurasia
Sandawe	sand1273	isolate	Africa
Sango	sang1328	Atlantic-Congo	Africa
San Juan Guelavía Zapotec	sanj1284	Otomanguean	North America
San Martín Itunyoso Triqui	sanm1298	Otomanguean	North America
San Martín Quechua	sanm1289	Quechuan	South America
San Mateo del Mar Huave	sanm1287	Huavean	North America
San Miguel El Grande Mixtec	sanm1295	Otomanguean	North America
Sanskrit	sans1269	Indo-European	Eurasia
Santali	sant1410	Austroasiatic	Eurasia
Santiago del Estero Quichua	sant1432	Quechuan	South America
Sanumá	sanu1240	Yanomamic	South America
São Paulo Kaingáng	saop1235	Nuclear-Macro-Je	South America
Sãotomense	saot1239	Indo-European	Africa
Saraiki	sera1259	Indo-European	Eurasia
Sasak	sasa1249	Austronesian	Papunesia
Satawalese	sata1237	Austronesian	Papunesia
Sateré-Mawé	sate1243	Tupian	South America
Saurashtra	saur1248	Indo-European	Eurasia
Sauria Paharia	saur1249	Dravidian	Eurasia
Savara	sava1244	Bookkeeping	Eurasia
Savosavo	savo1255	isolate	Papunesia
Saxwe Gbe	saxw1241	Atlantic-Congo	Africa
Saya	saya1246	Afro-Asiatic	Africa
Sayula Popoluca	sayu1241	Mixe-Zoque	North America
Scots	scot1243	Indo-European	Eurasia
Scottish Gaelic	scot1245	Indo-European	Eurasia
Sebat Bet Gurage	seba1251	Afro-Asiatic	Africa
Secoya	seco1241	Tucanoan	South America
Sedang	seda1262	Austroasiatic	Eurasia
Seediq	taro1264	Austronesian	Papunesia
Seimat	seim1238	Austronesian	Papunesia
Sekpele	sekp1241	Atlantic-Congo	Africa
Selaru	sela1259	Austronesian	Papunesia
Selee	sele1249	Atlantic-Congo	Africa
Selepet	sele1250	Nuclear Trans New Guinea	Papunesia
Selk'nam	onaa1245	Chonan	South America
Selkup	selk1253	Uralic	Eurasia
Semelai	seme1247	Austroasiatic	Eurasia
Senara Sénoufo	sena1262	Atlantic-Congo	Africa
Seneca	sene1264	Iroquoian	North America
Sentani	nucl1632	Sentanic	Papunesia
Serbian	serb1264	Indo-European	Eurasia
Sereer	sere1260	Atlantic-Congo	Africa
Seri	seri1257	isolate	North America
Serrano	serr1255	Uto-Aztecan	North America
S'gaw Karen	sgaw1245	Sino-Tibetan	Eurasia
Shabo	shab1252	isolate	Africa
Shall-Zwall	shal1242	Atlantic-Congo	Africa
Shan	shan1277	Tai-Kadai	Eurasia
Shanga	shan1282	Mande	Africa
Sharanahua	shar1245	Pano-Tacanan	South America
Shasta	shas1239	Shastan	North America
Shawi	chay1248	Cahuapanan	South America
Shawnee	shaw1249	Algic	North America
Sherbro	sher1258	Atlantic-Congo	Africa
Shilluk	shil1265	Nilotic	Africa
Shina	shin1264	Indo-European	Eurasia
Shipibo	ship1255	Pano-Tacanan	South America
Shixing	shix1238	Sino-Tibetan	Eurasia
Shona	shon1251	Atlantic-Congo	Africa
Shuar	shua1257	Chicham	South America
Shumcho	shum1243	Sino-Tibetan	Eurasia
Shuswap	shus1248	Salishan	North America
Shwai	shwa1239	Heibanic	Africa
Siamou	siam1242	isolate	Africa
Siang	sian1254	Austronesian	Papunesia
Siar-Lak	siar1238	Austronesian	Papunesia
Sichuan Yi	sich1238	Sino-Tibetan	Eurasia
Sidamo	sida1246	Afro-Asiatic	Africa
Sikkimese	sikk1242	Sino-Tibetan	Eurasia
Siksika	siks1238	Algic	North America
Silt'e	silt1240	Afro-Asiatic	Africa
Sindhi	sind1272	Indo-European	Eurasia
Sinhala	sinh1246	Indo-European	Eurasia
Siona-Tetete	sion1247	Tucanoan	South America
Sipacapense	sipa1247	Mayan	North America
Siriano	siri1274	Tucanoan	South America
Sirionó	siri1273	Tupian	South America
Sissala of Burkina Faso	siss1242	Atlantic-Congo	Africa
Sissano	siss1243	Austronesian	Papunesia
Siwi	siwi1239	Afro-Asiatic	Africa
Siwu	siwu1238	Atlantic-Congo	Africa
Skolt Saami	skol1241	Uralic	Eurasia
Skou	nucl1634	Sko	Papunesia
Slovak	slov1269	Indo-European	Eurasia
Slovenian	slov1268	Indo-European	Eurasia
Sochiapam Chinantec	soch1239	Otomanguean	North America
Soddo	sodd1242	Afro-Asiatic	Africa
Solu-Khumbu Sherpa	sher1255	Sino-Tibetan	Eurasia
Somali	soma1255	Afro-Asiatic	Africa
Soninke	soni1259	Mande	Africa
Soo	sooo1256	Kuliak	Africa
Soqotri	soqo1240	Afro-Asiatic	Eurasia
Sora	sora1254	Austroasiatic	Eurasia
South Azerbaijani	sout2697	Turkic	Eurasia
South Bolivian Quechua	sout2991	Quechuan	South America
South Central Dinka	sout2833	Nilotic	Africa
South-Eastern Ju	juho1239	Kxa	Africa
Southeastern Pomo	sout2982	Pomoan	North America
Southeast Ijo	sout2774	Ijoid	Africa
Southeast Pashayi	sout2672	Indo-European	Eurasia
South Efate	sout2856	Austronesian	Papunesia
Southern Balochi	sout2642	Indo-European	Eurasia
Southern Birifor	sout2790	Atlantic-Congo	Africa
Southern Bobo Madaré	sout2840	Mande	Africa
Southern-Coastal Tsimshian	nucl1649	Tsimshian	North America
Southern Coastal Yuin	sout2771	Pama-Nyungan	Australia
Southern Inland Yuin	sout2770	Pama-Nyungan	Australia
Southern Jinghpaw	kach1280	Sino-Tibetan	Eurasia
Southern Kiwai	sout2949	Kiwaian	Papunesia
Southern Ma'di	sout2828	Central Sudanic	Africa
Southern Mfumte	mfum1238	Atlantic-Congo	Africa
Southern Nambikuára	sout2994	Nambiquaran	South America
Southern Nuni	sout2795	Atlantic-Congo	Africa
Southern Pumi	sout2729	Sino-Tibetan	Eurasia
Southern Sama	sout2918	Austronesian	Papunesia
Southern Samo	sout2844	Mande	Africa
Southern Sierra Miwok	sout2985	Miwok-Costanoan	North America
Southern Thai	sout2746	Tai-Kadai	Eurasia
Southern Tiwa	sout2961	Kiowa-Tanoan	North America
Southern Yukaghir	sout2750	Yukaghir	Eurasia
South Estonian	sout2679	Uralic	Eurasia
South Nuaulu	sout2895	Austronesian	Papunesia
South Saami	sout2674	Uralic	Eurasia
South Wa	para1301	Austroasiatic	Eurasia
Southwestern Dinka	sout2832	Nilotic	Africa
Southwestern Pashto	sout2436	Indo-European	Eurasia
Spanish	stan1288	Indo-European	Eurasia
